1	0	0	0	0	0	0	999999	0
2	17	24	18	1	9.05	0	999999	0
3	17	24	18	1	9.13	0	999999	0
4	17	24	18	1	9.2	0	999999	0
5	17	24	18	1	9.22	0	999999	0
6	18	25	18	1.5	10.23	0	999999	0
7	18	25	18	1.5	10.3	0	999999	0
8	18	25	18	1.5	10.44	0	999999	0
9	18	25	18	1.5	10.5	0	999999	0
10	18	25	18	1.5	10.67	0	999999	0
11	18	25	18	1.5	10.69	0	999999	0
12	18	25	18	1.5	10.77	0	999999	0
13	18	25	18	1.5	10.89	0	999999	0
14	18	25	18	1.5	10.99	0	999999	0
15	19	25	18	1.5	11.01	0	999999	0
16	19	25	18	1.5	11.22	0	999999	0
17	19	25	18	1.5	11.38	0	999999	0
18	19	30	20	2	15.192	0	999999	0
19	19	30	20	2	15.292	0	999999	0
20	19	30	20	2	15.55	0	999999	0
21	19	30	20	2	15.65	0	999999	0
22	19	30	20	2	15.66	0	999999	0
23	20	30	20	2	16.66	0	999999	0
24	20	30	20	2	20.72	0	999999	0
25	20	30	20	2	20.86	0	999999	0
26	20	30	20	2	20.896	0	999999	0
27	20	30	20	2	20.96	0	999999	0
28	20	30	20	2	20.99	0	999999	0
29	21	30	21	2	21.065	0	999999	0
30	21	30	21	2	21.095	0	999999	0
31	21	31	21	2	21.2	0	999999	0
32	21	31	21	2	21.3	0	999999	0
33	21	31	21	2	21.35	0	999999	0
34	21	31	21	2	21.4	0	999999	0
35	21	31	21	2	21.795	0	999999	0
36	21	31	21	2	21.8	0	999999	0
37	22	32	22	2	22.1	0	999999	0
38	22	32	22	2	22.12	0	999999	0
39	22	32	22	2	22.25	0	999999	0
40	22	32	23	2	22.254	0	999999	0
41	22	32	22	2	22.821	0	999999	0
42	22	32	23	2	22.828	0	999999	0
43	22	32	22	2	22.831	0	999999	0
44	22	32	23	2	22.839	0	999999	0
45	23	33	23	2	23.022	0	999999	0
46	23	33	23	2	23.17	0	999999	0
47	23	33	23	2	23.57	0	999999	0
48	23	33	23	2	23.6	0	999999	0
49	23	33	23	2	23.66	0	999999	0
50	23	33	23	2	23.67	0	999999	0
51	24	34	24	2	24.4	0	999999	0
52	24	34	24	2	24.45	0	999999	0
53	24	34	24	2	24.8	0	999999	0
54	24	34	24	2	24.82	0	999999	0
55	24	34	24	2	24.843	0	999999	0
56	24	34	24	2	24.86	0	999999	0
57	24	34	24	2	24.89	0	999999	0
58	24	34	24	2	24.899	0	999999	0
59	24	34	24	2	25	0	999999	0
60	24	34	24	2	25.04	0	999999	0
61	24	34	24	2	25.11	0	999999	0
62	24	34	24	2	25.13	0	999999	0
63	24	35	25	2	25.22	0	999999	0
64	24	35	25	2	25.258	0	999999	0
65	24	35	25	2	25.266	0	999999	0
66	24	35	25	2	25.34	0	999999	0
67	25	35	25	2	25.416	0	999999	0
68	25	35	25	2	25.426	0	999999	0
69	25	35	25	2	27.594	0	999999	0
70	25	35	25	2	27.694	0	999999	0
71	25	35	25	2	27.9	0	999999	0
72	25	35	25	2	27.93	0	999999	0
73	25	35	25	2	28.595	0	999999	0
74	25	35	25	2	28.695	0	999999	0
75	25	35	25	2	28.924	0	999999	0
76	25	35	25	2	28.934	0	999999	0
77	25	35	25	2	29.596	0	999999	0
78	25	35	25	2	29.796	0	999999	0
79	26	36	26	2.5	30	0	999999	0
80	26	36	26	2.5	30.5	0	999999	0
81	26	36	26	2.5	30.564	0	999999	0
82	26	36	26	2.5	30.589	0	999999	0
83	26	36	26	2.5	31	0	999999	0
84	26	36	26	2.5	31.5	0	999999	0
85	26	36	26	2.5	33.59	0	999999	0
86	26	36	26	2.5	33.592	0	999999	0
87	26	36	26	2.5	34.2	0	999999	0
88	26	36	26	2.5	34.22	0	999999	0
89	26	36	26	2.5	34.56	0	999999	0
90	26	36	26	2.5	34.59	0	999999	0
91	27	37	27	2.5	35.325	0	999999	0
92	27	37	27	2.5	35.425	0	999999	0
93	27	37	27	2.5	35.68	0	999999	0
94	27	37	27	2.5	35.78	0	999999	0
95	27	37	27	2.5	36.606	0	999999	0
96	27	37	27	2.5	36.706	0	999999	0
97	27	37	27	2.5	37.278	0	999999	0
98	27	37	27	2.5	37.308	0	999999	0
99	27	37	27	2.5	37.358	0	999999	0
100	27	37	27	2.5	37.378	0	999999	0
101	27	37	27	2.5	38	0	999999	0
102	27	37	27	2.5	38.5	0	999999	0
103	27	37	27	2.5	39.24	0	999999	0
104	27	37	27	2.5	39.34	0	999999	0
105	28	42	28	3	40	0	999999	0
106	28	42	28	3	40.5	0	999999	0
107	28	42	28	3	40.6	0	999999	0
108	28	42	28	3	40.6	0	999999	0
109	28	42	28	3	40.736	0	999999	0
110	28	42	28	3	40.756	0	999999	0
111	28	42	28	3	40.785	0	999999	0
112	28	42	28	3	40.885	0	999999	0
113	28	42	28	3	41.448	0	999999	0
114	28	42	28	3	41.548	0	999999	0
115	28	42	28	3	41.68	0	999999	0
116	28	42	28	3	41.78	0	999999	0
117	28	43	28	3	42.448	0	999999	0
118	28	42	28	3	42.736	0	999999	0
119	28	43	28	3	42.756	0	999999	0
120	28	43	28	3	42.785	0	999999	0
121	28	43	28	3	42.885	0	999999	0
122	28	43	28	3	43.548	0	999999	0
123	28	43	28	3	43.68	0	999999	0
124	28	43	28	3	43.78	0	999999	0
125	28	42	29	3	44.448	0	999999	0
126	28	43	29	3	44.448	0	999999	0
127	28	42	29	3	44.548	0	999999	0
128	28	43	29	3	44.548	0	999999	0
129	28	42	29	3	44.68	0	999999	0
130	28	43	29	3	44.68	0	999999	0
131	28	42	29	3	44.736	0	999999	0
132	28	43	29	3	44.756	0	999999	0
133	28	42	29	3	44.78	0	999999	0
134	28	43	29	3	44.785	0	999999	0
135	28	43	29	3	44.885	0	999999	0
136	28	43	29	3	45.78	0	999999	0
137	29	45	29	3	46.635	0	999999	0
138	29	45	29	3	46.675	0	999999	0
139	29	45	29	3	47.5	0	999999	0
140	29	45	29	3	47.65	0	999999	0
141	29	45	29	3	49.075	0	999999	0
142	29	45	29	3	49.224	0	999999	0
143	29	45	29	3	49.475	0	999999	0
144	29	45	29	3	49.509	0	999999	0
145	29	45	29	3	49.524	0	999999	0
146	29	45	29	3	49.609	0	999999	0
147	29	45	29	3	49.62	0	999999	0
